face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
fbhm_faces/45036_face1.png,White,White,Female,20-29,"[9.851058e-01 9.631110e-05 7.885603e-03 1.956634e-03 6.614607e-04
 6.536081e-05 4.228810e-03]",[0.9892581  0.00127452 0.00693045 0.00253698],[0.01242041 0.9875796 ],"[2.8050983e-05 6.6131949e-03 1.2804885e-01 6.3956660e-01 2.1014921e-01
 1.5056116e-02 5.0720997e-04 2.7413629e-05 3.3112665e-06]"
fbhm_faces/21047_face0.png,White,White,Female,10-19,"[9.2980319e-01 4.5149084e-03 2.4788791e-02 1.5767228e-05 4.0822655e-05
 9.4156776e-04 3.9894927e-02]",[9.8432004e-01 1.2626683e-02 3.0247573e-04 2.7508060e-03],[9.388457e-04 9.990611e-01],"[5.71361731e-08 3.43122496e-03 5.67331374e-01 4.26302552e-01
 2.93093408e-03 3.78321465e-06 1.05891855e-08 1.78592599e-10
 6.26606015e-12]"
fbhm_faces/49615_face1.png,Latino_Hispanic,Indian,Male,3-9,"[0.0300136  0.00465886 0.8071239  0.00353922 0.02697195 0.11773549
 0.00995697]",[0.01920644 0.05219623 0.06769267 0.86090463],[0.5622006  0.43779942],"[1.8657608e-03 9.3564183e-01 6.2063999e-02 2.1281184e-04 1.2459047e-04
 6.9582333e-05 1.3708644e-05 6.2354961e-06 1.4641928e-06]"
fbhm_faces/47095_face0.png,White,White,Male,30-39,"[7.8121495e-01 1.3798971e-04 1.2602134e-02 2.3313616e-03 1.6228182e-03
 6.2603469e-04 2.0146465e-01]",[8.4373635e-01 5.9889560e-04 1.5246075e-01 3.2040360e-03],[0.99161935 0.00838062],"[7.3115177e-07 7.9320034e-06 1.6970541e-03 1.5895276e-01 5.2937651e-01
 2.9368669e-01 1.5762543e-02 4.9580244e-04 2.0030100e-05]"
fbhm_faces/72598_face2.png,White,White,Female,40-49,"[9.8868161e-01 2.3853585e-07 1.3354514e-04 2.7138597e-04 3.7513208e-05
 1.1709674e-05 1.0864030e-02]",[9.9998397e-01 4.4950960e-07 1.2285602e-05 3.2632097e-06],[0.09214593 0.9078541 ],"[0.00349205 0.0865308  0.14515565 0.10070689 0.12403174 0.39740327
 0.12615529 0.01494567 0.0015787 ]"
fbhm_faces/39421_face0.png,White,White,Female,20-29,"[9.9594110e-01 5.9207714e-06 1.1615633e-03 4.2714793e-05 3.8476555e-05
 1.7043756e-04 2.6398187e-03]",[9.98889983e-01 1.37551160e-05 1.11241796e-04 9.84992832e-04],[0.04931153 0.9506884 ],"[5.0708433e-05 2.4383136e-03 3.1106567e-02 5.3765690e-01 2.9447931e-01
 1.1312126e-01 1.9772671e-02 1.1461506e-03 2.2811651e-04]"
fbhm_faces/97258_face0.png,White,White,Female,20-29,"[9.8041397e-01 1.5152644e-05 2.1591983e-03 9.5131987e-04 2.4305700e-04
 1.1467891e-03 1.5070493e-02]",[9.9266654e-01 8.5515063e-04 4.3024163e-04 6.0480852e-03],[0.0125816 0.9874184],"[3.9216170e-06 7.8122201e-04 7.7799685e-02 7.9527164e-01 1.1749773e-01
 8.3912825e-03 2.3606626e-04 1.7178087e-05 1.2285900e-06]"
fbhm_faces/40761_face0.png,White,White,Female,10-19,"[6.0547882e-01 1.0589390e-04 1.8556921e-01 6.2135300e-03 7.1120155e-03
 1.1454881e-02 1.8406561e-01]",[9.3461466e-01 6.6914631e-04 2.4993785e-02 3.9722465e-02],[7.3649647e-04 9.9926353e-01],"[4.0343093e-05 4.2728862e-01 4.8149014e-01 8.3440199e-02 7.1822884e-03
 5.5021088e-04 7.1834788e-06 9.1481400e-07 1.3681735e-07]"
fbhm_faces/42601_face5.png,White,White,Male,40-49,"[9.70278800e-01 5.87316845e-06 8.06050375e-04 4.40671829e-06
 1.00419375e-05 3.01979395e-04 2.85928138e-02]",[9.989906e-01 9.303442e-05 4.482474e-05 8.713854e-04],[0.99873996 0.00126005],"[7.6051595e-07 4.0414611e-06 5.7279621e-04 1.7858440e-02 9.9177584e-02
 4.2373893e-01 4.1916531e-01 3.7155654e-02 2.3264727e-03]"
fbhm_faces/90267_face0.png,White,White,Female,30-39,"[9.95421052e-01 7.50559502e-06 1.00169261e-03 5.00067654e-06
 1.43486395e-05 1.61644566e-04 3.38870869e-03]",[9.9687660e-01 7.6260447e-05 1.5777184e-04 2.8893927e-03],[2.4943767e-04 9.9975055e-01],"[1.4339136e-07 7.1492823e-06 1.6016719e-03 2.4276677e-01 5.8122516e-01
 1.6138799e-01 1.2665588e-02 3.3264386e-04 1.2852457e-05]"
fbhm_faces/98762_face0.png,Black,Black,Male,3-9,"[4.4348008e-06 9.9996758e-01 9.5850646e-06 3.4525127e-07 2.9587588e-06
 1.4805514e-05 2.8301639e-07]",[4.4346834e-06 9.9998641e-01 2.6865882e-06 6.4207525e-06],[0.91391546 0.08608457],"[4.19051722e-02 9.55585480e-01 2.28192937e-03 1.96856272e-04
 2.68105086e-05 3.37950405e-06 3.68398133e-07 3.27147980e-08
 1.17024825e-08]"
fbhm_faces/57496_face0.png,White,White,Male,3-9,"[9.90507901e-01 1.07054944e-07 3.30350267e-05 2.74098306e-06
 1.25374822e-06 7.15157341e-07 9.45420936e-03]",[9.9997878e-01 2.5787879e-06 1.6614928e-05 2.0996063e-06],[0.9903349  0.00966508],"[1.5754586e-02 8.7109029e-01 1.1065023e-01 1.2752514e-03 6.7735906e-04
 4.5076411e-04 8.4735075e-05 1.4332006e-05 2.4763876e-06]"
fbhm_faces/25784_face7.png,White,White,Male,20-29,"[0.7898619  0.0015218  0.01851046 0.0020405  0.00118198 0.00374679
 0.18313651]",[9.842596e-01 5.039782e-03 9.180152e-04 9.782604e-03],[0.9410199 0.0589801],"[7.48441089e-05 1.17345690e-03 3.52369808e-02 4.30357873e-01
 4.02613610e-01 1.16096050e-01 1.17342025e-02 2.32696789e-03
 3.86057218e-04]"
fbhm_faces/71452_face0.png,Middle Eastern,White,Male,60-69,"[3.2875055e-01 4.3585824e-04 1.6243953e-02 2.6486949e-03 1.8815211e-03
 2.3365903e-03 6.4770281e-01]",[9.0240169e-01 5.8165943e-04 7.4200302e-02 2.2816326e-02],[9.9999893e-01 1.0306816e-06],"[2.5784608e-05 4.7737735e-06 1.9243169e-05 1.8684919e-05 4.8537925e-04
 1.0731272e-02 2.4215563e-01 7.1561933e-01 3.0939952e-02]"
fbhm_faces/53962_face0.png,Black,Black,Female,30-39,"[7.1573285e-03 8.1852973e-01 8.4536307e-02 7.8099722e-04 1.5934892e-03
 8.3744131e-02 3.6580451e-03]",[0.00325089 0.9481397  0.01298865 0.03562068],[0.00311525 0.9968847 ],"[1.6201881e-06 8.3779923e-05 6.7298114e-03 3.3146730e-01 4.9343497e-01
 1.4327002e-01 2.2323063e-02 2.5868050e-03 1.0270258e-04]"
fbhm_faces/48579_face0.png,White,White,Male,30-39,"[9.89712000e-01 2.19695921e-05 1.66906510e-03 1.10786226e-04
 1.16318522e-04 2.47824937e-04 8.12197477e-03]",[9.8902076e-01 1.4434867e-04 7.8245401e-05 1.0756588e-02],[0.8423334  0.15766658],"[1.17610525e-05 3.55979573e-04 6.21380983e-03 2.91760176e-01
 4.79166657e-01 2.05779836e-01 1.58462785e-02 7.66939251e-04
 9.85649822e-05]"
fbhm_faces/37642_face4.png,White,White,Male,30-39,"[9.4736433e-01 1.0370415e-04 2.3358183e-02 4.2449759e-05 9.3564246e-05
 6.4937957e-04 2.8388388e-02]",[9.9879509e-01 8.5496504e-05 9.1261027e-04 2.0671531e-04],[9.9905258e-01 9.4737863e-04],"[3.09558459e-07 1.90000192e-05 2.62988778e-03 3.46298695e-01
 6.06963336e-01 4.37304229e-02 3.54965072e-04 3.26951044e-06
 1.12470396e-07]"
fbhm_faces/31892_face0.png,Middle Eastern,White,Male,30-39,"[0.19429405 0.00275902 0.3500437  0.00329782 0.00503013 0.02449644
 0.42007878]",[9.1477495e-01 4.3457403e-04 7.3183767e-02 1.1606722e-02],[9.9920660e-01 7.9340616e-04],"[1.0118531e-04 2.9098836e-04 4.2475918e-03 3.1155461e-01 6.2632722e-01
 5.6377023e-02 1.0242168e-03 7.4088253e-05 3.0635977e-06]"
fbhm_faces/30824_face2.png,White,White,Female,3-9,"[0.4842036  0.00122596 0.09983458 0.30441406 0.09153053 0.00060043
 0.01819083]",[9.9131268e-01 3.3666895e-04 8.1333043e-03 2.1737780e-04],[0.03327917 0.9667208 ],"[0.15930666 0.7628502  0.02120557 0.0158412  0.0107481  0.00663643
 0.00654783 0.00723971 0.00962422]"
fbhm_faces/59364_face0.png,Black,Black,Female,20-29,"[1.0440423e-03 7.2998589e-01 2.1989515e-02 4.8388191e-04 6.1819288e-03
 2.3923063e-01 1.0840363e-03]",[0.00113661 0.98420477 0.00155179 0.01310689],[1.2043846e-04 9.9987954e-01],"[2.7843328e-08 3.2851476e-06 3.8280236e-03 4.9228489e-01 4.8399940e-01
 1.9464666e-02 4.1608949e-04 3.6474150e-06 2.9537118e-08]"
fbhm_faces/17209_face2.png,Middle Eastern,White,Male,20-29,"[1.19682215e-01 1.04976306e-02 3.68600368e-01 7.81163908e-05
 4.61849238e-04 1.84491388e-02 4.82230723e-01]",[0.6491245  0.01342356 0.00582681 0.33162516],[9.9996102e-01 3.8941744e-05],"[6.08318373e-08 4.69683528e-06 3.48220393e-03 6.88260972e-01
 3.03801417e-01 4.43428895e-03 1.59053743e-05 4.15131780e-07
 1.03627515e-08]"
fbhm_faces/01569_face1.png,Southeast Asian,Indian,Female,20-29,"[0.0083859  0.01822972 0.3671991  0.03607326 0.49394822 0.07528227
 0.00088141]",[0.03562102 0.10113042 0.29825324 0.5649953 ],[0.00991921 0.9900808 ],"[6.0088365e-05 3.2576057e-03 1.4054358e-01 4.0166426e-01 3.7617633e-01
 7.4696980e-02 3.4626580e-03 1.3535240e-04 3.2135799e-06]"
fbhm_faces/92357_face0.png,White,Asian,Female,20-29,"[0.50218993 0.00130899 0.03449676 0.01534046 0.02651064 0.05185467
 0.36829856]",[2.1417122e-02 6.2312203e-04 7.2216457e-01 2.5579515e-01],[0.00194733 0.9980527 ],"[3.5189049e-05 1.4787632e-03 3.2489460e-02 3.2016003e-01 3.1601629e-01
 2.1261676e-01 8.7223925e-02 2.6399635e-02 3.5799642e-03]"
fbhm_faces/54069_face4.png,Black,Black,Male,20-29,"[0.04595017 0.6856913  0.07440753 0.0010747  0.00445563 0.14746828
 0.04095232]",[0.02509036 0.91730833 0.00237742 0.05522383],[0.9853897  0.01461029],"[0.00141477 0.04690544 0.217498   0.30506927 0.28732556 0.10280249
 0.02907704 0.00856942 0.00133802]"
fbhm_faces/50962_face7.png,Black,Black,Male,50-59,"[3.7891767e-04 8.4523487e-01 2.8456757e-03 7.7573231e-06 8.2920305e-05
 1.5083624e-01 6.1356585e-04]",[3.0589322e-04 5.6403154e-01 2.4098440e-03 4.3325278e-01],[9.9984735e-01 1.5270025e-04],"[1.26192590e-05 5.16488180e-05 2.62395304e-04 3.07811634e-03
 3.07058990e-02 2.19585702e-01 6.16411507e-01 1.23806626e-01
 6.08543679e-03]"
fbhm_faces/58310_face1.png,White,White,Male,40-49,"[9.8981428e-01 3.7285918e-05 1.2091908e-03 2.2658847e-05 4.0493429e-05
 4.0882747e-04 8.4673679e-03]",[9.9834436e-01 2.8672113e-04 3.5788058e-04 1.0109418e-03],[0.94440883 0.05559121],"[1.1827852e-06 1.0605123e-05 1.5722964e-03 9.8522179e-02 2.9579994e-01
 3.9230651e-01 1.9615625e-01 1.4949902e-02 6.8117649e-04]"
fbhm_faces/20891_face0.png,White,White,Male,30-39,"[5.6930041e-01 8.0925077e-03 1.6864067e-01 8.2717643e-06 4.0095656e-05
 2.3981540e-02 2.2993651e-01]",[9.6585238e-01 4.3512459e-04 4.0146027e-04 3.3310987e-02],[9.9999422e-01 5.7808884e-06],"[5.6114118e-07 9.1413398e-07 3.4848610e-05 2.1205636e-02 5.0280511e-01
 4.3073767e-01 4.4112131e-02 1.0811384e-03 2.1947850e-05]"
fbhm_faces/38624_face3.png,Indian,Indian,Female,3-9,"[0.04522005 0.00458175 0.34330228 0.00078622 0.00783098 0.4612074
 0.13707128]",[0.02367069 0.02075521 0.02954774 0.9260264 ],[0.24169524 0.7583048 ],"[1.6578546e-04 5.2213526e-01 4.6681693e-01 9.6671265e-03 1.0568851e-03
 1.4488750e-04 1.0467736e-05 2.4055755e-06 2.6800404e-07]"
fbhm_faces/21346_face0.png,White,White,Female,20-29,"[6.8562412e-01 1.6065591e-04 4.9586847e-02 1.8203481e-01 3.7978068e-02
 5.1518623e-04 4.4100288e-02]",[7.5571728e-01 6.1739840e-05 2.4394980e-01 2.7120145e-04],[0.06147322 0.9385268 ],"[4.1079675e-03 5.3987090e-02 1.5001403e-01 6.8301648e-01 1.0424707e-01
 4.4643851e-03 1.4210005e-04 1.8429073e-05 2.4038995e-06]"
fbhm_faces/61082_face1.png,Latino_Hispanic,White,Male,40-49,"[0.31952253 0.02804957 0.33946988 0.00348724 0.00394654 0.13888587
 0.16663836]",[0.87765074 0.00508993 0.00324831 0.11401106],[0.8798619  0.12013809],"[2.6662563e-04 1.0083950e-03 1.2610996e-02 1.0520578e-01 2.6617843e-01
 3.3959833e-01 2.2122063e-01 4.9070399e-02 4.8403414e-03]"
fbhm_faces/14865_face0.png,White,White,Male,40-49,"[4.0834865e-01 6.3156108e-03 1.2002857e-01 6.2099607e-05 8.7417802e-04
 8.4788658e-02 3.7958223e-01]",[0.75801265 0.03142998 0.00217659 0.20838085],[9.9982923e-01 1.7076413e-04],"[6.2261884e-06 1.4993249e-05 2.8312221e-04 4.4944212e-03 9.8966978e-02
 5.1544833e-01 3.4439063e-01 3.3580936e-02 2.8143239e-03]"
fbhm_faces/67309_face0.png,Latino_Hispanic,Asian,Male,40-49,"[0.17048113 0.05840581 0.462253   0.06368557 0.16810717 0.02104371
 0.05602357]",[0.33107787 0.09428153 0.52976817 0.04487243],[0.9146309  0.08536915],"[5.5068758e-06 1.7010849e-05 6.0576288e-04 7.6827751e-03 1.1715785e-01
 4.7397649e-01 3.4350699e-01 5.3018399e-02 4.0291278e-03]"
fbhm_faces/63587_face3.png,Middle Eastern,Indian,Female,30-39,"[0.23935501 0.00081509 0.1681307  0.00102219 0.00430113 0.16110542
 0.42527044]",[0.11213689 0.00412934 0.05477518 0.8289586 ],[0.00358734 0.9964127 ],"[1.1807144e-06 2.2195614e-05 2.1464587e-03 1.0171265e-01 4.1587651e-01
 4.1145930e-01 6.5181218e-02 3.4502293e-03 1.5026942e-04]"
fbhm_faces/47605_face0.png,White,White,Male,40-49,"[9.8985600e-01 4.1886382e-05 4.3346328e-03 3.1804877e-05 2.9710427e-05
 9.7472193e-06 5.6961118e-03]",[9.9975002e-01 7.1722941e-05 1.3966483e-04 3.8572147e-05],[9.999909e-01 9.086482e-06],"[2.0909391e-07 7.0983629e-07 1.3497911e-04 3.2510396e-02 4.0985525e-01
 5.2067786e-01 3.6182925e-02 6.3198729e-04 5.7078501e-06]"
fbhm_faces/46529_face0.png,White,White,Female,20-29,"[9.9966246e-01 3.0809682e-07 6.2782587e-05 1.9811096e-06 7.4464498e-07
 2.2477161e-06 2.6959149e-04]",[9.9999660e-01 7.7392139e-07 9.9579472e-07 1.6057468e-06],[0.01118244 0.9888176 ],"[7.8348139e-06 1.1230046e-02 3.4830853e-01 6.0327208e-01 3.6270134e-02
 9.0213562e-04 8.7944609e-06 3.4157415e-07 8.4871012e-08]"
fbhm_faces/26340_face15.png,Middle Eastern,White,Male,30-39,"[3.6484122e-01 8.3561643e-04 9.3544185e-02 5.2137655e-04 3.8865401e-04
 5.2584959e-03 5.3461051e-01]",[0.9444426  0.04348369 0.00250018 0.0095735 ],[0.9975325  0.00246751],"[2.6834574e-05 1.7174306e-04 8.6459694e-03 1.1182695e-01 4.0145576e-01
 3.9127067e-01 7.9054177e-02 7.3238644e-03 2.2402892e-04]"
fbhm_faces/25791_face0.png,White,White,Male,20-29,"[0.90122193 0.00093834 0.05213477 0.00526124 0.00411347 0.00571199
 0.03061819]",[0.82523304 0.02250224 0.03648436 0.11578032],[0.99103874 0.00896125],"[1.4909106e-07 5.9658751e-06 8.3301533e-03 7.0179754e-01 2.7402741e-01
 1.5411317e-02 4.0569095e-04 2.0837821e-05 9.2957453e-07]"
fbhm_faces/73482_face0.png,White,White,Female,3-9,"[9.4673276e-01 3.9318911e-05 9.8960605e-03 3.4389997e-04 2.4728756e-04
 4.2641288e-04 4.2314343e-02]",[9.9778664e-01 4.7874660e-04 1.5532243e-03 1.8139230e-04],[0.4818839 0.5181161],"[1.2193056e-02 9.1092235e-01 7.4079007e-02 2.3206882e-03 4.1651001e-04
 6.3847838e-05 3.7998645e-06 5.2576399e-07 1.4166559e-07]"
fbhm_faces/69024_face0.png,White,Asian,Male,3-9,"[0.82479393 0.00289872 0.01775341 0.11823229 0.01516917 0.00101662
 0.02013584]",[0.17838843 0.38317797 0.42961192 0.00882169],[0.65920055 0.34079942],"[3.8580146e-02 9.3916029e-01 1.7724995e-02 1.6307237e-03 1.7229567e-03
 7.5695605e-04 3.3116539e-04 5.8046371e-05 3.4804845e-05]"
fbhm_faces/52394_face3.png,Indian,Indian,Male,30-39,"[4.7000207e-02 2.7014350e-03 4.1583440e-01 3.7623089e-05 3.6623687e-04
 4.7258905e-01 6.1471067e-02]",[0.01489133 0.0015171  0.00227248 0.98131907],[9.9982810e-01 1.7192036e-04],"[2.2082040e-06 9.2575901e-06 2.1474327e-04 2.7305368e-02 5.7756883e-01
 3.8069123e-01 1.4067019e-02 1.3831101e-04 2.9551375e-06]"
fbhm_faces/38714_face1.png,White,White,Female,20-29,"[0.6988679  0.00344119 0.1504793  0.06806301 0.05041498 0.00251956
 0.02621406]",[0.528377   0.01126957 0.45310727 0.00724618],[0.27548787 0.72451216],"[8.4186242e-05 1.5859266e-03 1.7168343e-02 7.3900670e-01 2.3693977e-01
 5.1273531e-03 8.4126135e-05 3.3258586e-06 2.7914527e-07]"
fbhm_faces/42650_face0.png,White,White,Male,30-39,"[9.9765891e-01 4.7594324e-07 4.5660334e-05 2.6673115e-07 8.7019953e-07
 1.9245033e-05 2.2745733e-03]",[9.9874943e-01 1.8647224e-04 1.0913359e-05 1.0531651e-03],[9.9996227e-01 3.7693328e-05],"[5.7174100e-07 8.7984627e-06 1.0875185e-03 1.0035001e-01 5.5468988e-01
 3.2161486e-01 2.2095729e-02 1.4674535e-04 5.9374001e-06]"
fbhm_faces/59478_face1.png,White,White,Male,20-29,"[7.8292096e-01 1.0401873e-05 2.7513218e-03 1.5656067e-04 7.8584017e-05
 2.3283923e-04 2.1384935e-01]",[9.9988699e-01 4.3330074e-06 4.4053442e-05 6.4611144e-05],[0.81537247 0.1846275 ],"[6.4317851e-07 5.5016419e-05 5.3477671e-02 7.3352534e-01 1.9837293e-01
 1.4278625e-02 2.7264896e-04 1.5991905e-05 1.0859193e-06]"
fbhm_faces/03296_face3.png,White,White,Female,20-29,"[8.3753473e-01 3.7835875e-05 2.7098479e-02 9.9688314e-02 2.8680386e-02
 1.0560196e-03 5.9041628e-03]",[0.6822029  0.00079192 0.29590905 0.02109615],[2.1471885e-04 9.9978524e-01],"[1.9911979e-05 1.6527404e-03 3.1466477e-02 6.7805517e-01 2.6133606e-01
 2.5848281e-02 1.4263475e-03 1.8416975e-04 1.0834016e-05]"
fbhm_faces/19836_face2.png,White,White,Female,30-39,"[0.7126758  0.00214544 0.02734935 0.00493315 0.00192135 0.00182156
 0.24915332]",[9.9325609e-01 3.7774691e-04 5.2562188e-03 1.1100038e-03],[0.4860641 0.5139359],"[1.7460661e-04 5.2051176e-04 9.7896233e-03 3.4031710e-01 3.9062592e-01
 1.8728931e-01 5.7163127e-02 1.2180013e-02 1.9397464e-03]"
fbhm_faces/50273_face1.png,Latino_Hispanic,Indian,Male,30-39,"[5.5148195e-02 1.1481769e-01 5.6522882e-01 5.3085294e-04 1.4309755e-03
 2.1329944e-01 4.9544100e-02]",[0.21155652 0.1084383  0.01113533 0.6688698 ],[9.9920124e-01 7.9879921e-04],"[1.42501307e-07 2.79415826e-06 1.01712276e-03 4.26714420e-01
 5.35942733e-01 3.60482223e-02 2.69016076e-04 5.36187099e-06
 1.13385184e-07]"
fbhm_faces/94018_face7.png,White,White,Male,50-59,"[9.3912244e-01 2.2344915e-03 6.4754249e-03 1.2388626e-03 6.9486740e-04
 2.0372330e-03 4.8196666e-02]",[9.7407949e-01 5.2628713e-03 6.4433605e-04 2.0013364e-02],[0.99633753 0.00366248],"[0.00171615 0.00078699 0.00124049 0.010589   0.05030251 0.14268999
 0.4806044  0.2573334  0.05473708]"
fbhm_faces/85094_face0.png,White,White,Male,50-59,"[9.0168267e-01 6.3368604e-03 5.3790774e-02 9.9583552e-04 6.3271134e-04
 1.0337582e-03 3.5527471e-02]",[0.9453608  0.03229228 0.01461745 0.00772948],[9.9999899e-01 1.0353008e-06],"[1.4495170e-04 2.8331421e-04 6.8107265e-04 7.7996723e-04 8.0490429e-03
 9.9749438e-02 6.9289345e-01 1.9474997e-01 2.6688699e-03]"
fbhm_faces/87146_face4.png,White,White,Female,10-19,"[9.3127227e-01 4.4667078e-05 1.0249563e-02 5.6131522e-04 2.6187065e-04
 8.0845770e-05 5.7529494e-02]",[9.9690938e-01 5.6799839e-04 2.4565649e-03 6.5995155e-05],[8.8644907e-04 9.9911356e-01],"[5.3489345e-07 5.0189816e-03 5.5083442e-01 4.1726649e-01 2.5621416e-02
 1.2358868e-03 2.0600555e-05 1.4308936e-06 1.5240508e-07]"
fbhm_faces/28976_face0.png,Latino_Hispanic,Asian,Female,20-29,"[0.26950708 0.00411775 0.5642379  0.00855896 0.00736944 0.01064407
 0.13556479]",[0.33995068 0.07353854 0.3658872  0.22062358],[0.01895525 0.9810447 ],"[8.1068811e-06 5.2246321e-03 1.8415378e-01 6.6094875e-01 1.3975103e-01
 9.6087269e-03 2.7908245e-04 2.4481606e-05 1.4055739e-06]"
fbhm_faces/75649_face2.png,White,Asian,Male,60-69,"[0.7696457  0.00510896 0.0262399  0.07845902 0.04590335 0.00553162
 0.06911144]",[1.1091140e-01 1.7015579e-03 8.8681591e-01 5.7115464e-04],[0.9835892  0.01641083],"[6.4492306e-05 4.1903135e-05 1.4392965e-04 6.6070276e-04 3.8867274e-03
 4.1674484e-02 3.3427542e-01 5.3478175e-01 8.4470578e-02]"
fbhm_faces/27506_face0.png,Southeast Asian,Black,Female,30-39,"[2.1358466e-04 1.9955172e-01 5.9020198e-03 1.7889380e-03 7.6509434e-01
 2.2421172e-02 5.0282571e-03]",[0.01239643 0.7834384  0.16518961 0.03897557],[1.5708312e-04 9.9984288e-01],"[1.1277592e-07 2.1480598e-06 1.2977029e-03 1.7054307e-01 6.7462957e-01
 1.4832613e-01 5.0599226e-03 1.3722388e-04 4.1483036e-06]"
fbhm_faces/68751_face0.png,White,White,Male,40-49,"[9.2340082e-01 3.7347134e-05 4.8559088e-02 1.0146534e-03 4.2139558e-04
 8.9856441e-04 2.5668159e-02]",[9.9654865e-01 9.0468844e-04 1.1749273e-03 1.3717138e-03],[9.999920e-01 7.968218e-06],"[9.9098736e-07 4.7694823e-07 1.5795500e-05 1.8690900e-04 3.7722539e-02
 6.0665172e-01 3.4898201e-01 6.4243940e-03 1.5095707e-05]"
fbhm_faces/02761_face0.png,East Asian,Asian,Male,40-49,"[1.2128226e-03 2.3058257e-05 1.0676557e-03 9.5247084e-01 4.4951189e-02
 1.0586832e-04 1.6857748e-04]",[3.4155906e-03 1.8944788e-06 9.9654937e-01 3.3189237e-05],[0.9820801  0.01791989],"[2.38798428e-04 1.50489924e-03 2.42901742e-02 1.21486284e-01
 2.18140140e-01 3.63098174e-01 1.94589287e-01 7.11183846e-02
 5.53378649e-03]"
fbhm_faces/92831_face0.png,Black,Black,Male,40-49,"[3.95453360e-04 9.71571147e-01 1.35827977e-02 9.55882351e-05
 4.71897656e-04 1.13765905e-02 2.50659324e-03]",[1.9975418e-04 9.8935324e-01 5.5427901e-03 4.9042692e-03],[0.9961861  0.00381386],"[5.0138271e-05 3.2337836e-04 6.1665741e-03 8.5196026e-02 3.4521666e-01
 4.5073396e-01 1.0329897e-01 8.6367158e-03 3.7758384e-04]"
fbhm_faces/20381_face0.png,White,White,Male,40-49,"[9.9394834e-01 3.6162965e-05 1.7884513e-03 3.3870321e-05 1.9841591e-05
 4.1109693e-04 3.7623497e-03]",[9.9874073e-01 5.5983075e-04 2.3443694e-04 4.6500139e-04],[0.9069745  0.09302549],"[6.1550276e-07 5.9902891e-06 2.2867629e-03 9.7434849e-02 2.3797077e-01
 3.4020281e-01 3.0416808e-01 1.7438857e-02 4.9117045e-04]"
fbhm_faces/43127_face0.png,Latino_Hispanic,White,Female,20-29,"[0.24790016 0.01039647 0.6311507  0.02995684 0.01183025 0.00509882
 0.06366676]",[0.9199426  0.04235119 0.02124972 0.01645641],[0.00149302 0.99850696],"[5.4023182e-08 1.4747973e-04 1.5620260e-01 7.9782009e-01 4.5585420e-02
 2.4336061e-04 9.7362317e-07 2.1697170e-08 3.7873207e-10]"
fbhm_faces/42715_face0.png,White,White,Male,30-39,"[9.9360120e-01 1.6219510e-05 3.7324592e-04 2.7978592e-06 2.7016181e-06
 4.3098153e-05 5.9607471e-03]",[9.9994439e-01 3.0436730e-05 1.1756525e-05 1.3481769e-05],[0.94002616 0.05997382],"[9.0813657e-05 6.3388335e-04 7.7222912e-03 2.5039524e-01 4.0117729e-01
 2.2988358e-01 9.2047304e-02 1.5376039e-02 2.6735251e-03]"
fbhm_faces/85042_face3.png,East Asian,Asian,Male,20-29,"[0.131747   0.1221728  0.12148917 0.3913426  0.16952631 0.02131324
 0.04240889]",[0.19754766 0.2420183  0.4476957  0.11273833],[0.9955203  0.00447976],"[1.4958792e-05 2.0208965e-04 1.2345249e-02 4.0896142e-01 3.2405913e-01
 1.5102169e-01 8.5659251e-02 1.5702292e-02 2.0338634e-03]"
fbhm_faces/01483_face2.png,Middle Eastern,Indian,Male,60-69,"[2.93737613e-02 1.39339478e-04 1.33743165e-02 5.41948830e-05
 3.62424675e-04 1.43383276e-02 9.42357600e-01]",[0.22846521 0.01077796 0.02547011 0.7352867 ],[9.9997979e-01 2.0226893e-05],"[7.1871509e-06 8.4446247e-06 1.4625247e-04 7.2099979e-04 4.5922501e-03
 7.0471331e-02 3.9488077e-01 4.4828022e-01 8.0892675e-02]"
fbhm_faces/92408_face0.png,Black,Black,Male,40-49,"[0.03847257 0.68312156 0.21918383 0.00550761 0.0268445  0.0185863
 0.00828356]",[0.00107942 0.9765025  0.01136479 0.01105327],[9.9927175e-01 7.2822423e-04],"[6.1896444e-06 1.9734547e-05 7.1744504e-04 3.2108124e-02 2.5937000e-01
 4.6385854e-01 2.2813638e-01 1.5015982e-02 7.6760608e-04]"
fbhm_faces/59163_face0.png,Indian,Indian,Male,10-19,"[4.4785053e-04 5.6431810e-03 7.8877367e-02 1.6442686e-02 4.2733464e-01
 4.7017381e-01 1.0804639e-03]",[8.5009733e-04 7.5561525e-03 6.3857496e-02 9.2773628e-01],[9.9999779e-01 2.1722376e-06],"[3.9269258e-07 1.0292212e-03 5.4160452e-01 4.4773000e-01 9.4345929e-03
 1.9944049e-04 1.6190054e-06 1.3989738e-07 2.8782079e-09]"
